id_unique_orig,idshift,Team_orig,Date,NHours,Start,End,StartId,EndId,idw,shiftid,Team,id_unique,seat
735428,100884,Team 13,18jun2013,84,18jun2013 21:00:00,19jun2013 04:30:00,23709,23724,108,383,7,703190,40
853992,121570,Team 8,20jun2013,54,20jun2013 19:00:00,21jun2013 00:00:00,23801,23811,129,459,7,703190,13
782352,109386,Team 1,22jun2013,81,22jun2013 19:30:00,23jun2013 04:00:00,23898,23915,119,427,7,703190,9
609904,83816,Team 13,24jun2013,39,24jun2013 21:00:00,25jun2013 00:00:00,23997,24003,91,327,7,703190,41
515269,73250,Team 5,18jun2013,64,18jun2013 13:00:00,18jun2013 22:00:00,23693,23711,79,274,5,713492,47
743773,102342,Team 9,20jun2013,76,20jun2013 13:00:00,20jun2013 22:30:00,23789,23808,110,394,5,713492,6
364323,53428,Team 6,22jun2013,47,22jun2013 12:00:00,22jun2013 18:00:00,23883,23895,58,201,5,713492,40
172469,26742,Team 12,24jun2013,86,24jun2013 14:30:00,25jun2013 01:00:00,23984,24005,32,112,5,713492,3
227085,32953,Team 8,19jun2013,43,19jun2013 20:00:00,20jun2013 05:30:00,23755,23774,38,133,15,715012,39
515269,73251,Team 5,21jun2013,64,21jun2013 19:00:00,21jun2013 23:30:00,23849,23858,79,275,15,715012,15
8488,1656,Team 3,24jun2013,22,24jun2013 06:30:00,24jun2013 17:00:00,23968,23989,3,5,15,715012,28
773545,108975,Team 10,19jun2013,101,19jun2013 12:00:00,19jun2013 21:30:00,23739,23758,118,420,12,731314,6
743773,102343,Team 9,21jun2013,76,21jun2013 12:00:00,21jun2013 21:30:00,23835,23854,110,395,12,731314,44
715012,97151,Team 15,23jun2013,55,23jun2013 16:00:00,24jun2013 01:30:00,23939,23958,105,370,12,731314,17
33554,5900,Team 12,18jun2013,94,18jun2013 07:00:00,18jun2013 17:00:00,23681,23701,5,9,1,732892,29
172469,26740,Team 12,20jun2013,86,20jun2013 06:30:00,20jun2013 17:00:00,23776,23797,32,110,1,732892,22
898912,130859,Team 1,21jun2013,79,21jun2013 21:00:00,22jun2013 06:30:00,23853,23872,139,492,1,732892,23
496150,70669,Team 10,24jun2013,82,24jun2013 07:30:00,24jun2013 14:00:00,23970,23983,76,264,1,732892,18
338397,48080,Team 14,19jun2013,77,19jun2013 16:00:00,20jun2013 02:00:00,23747,23767,52,175,13,735428,3
750961,104384,Team 9,21jun2013,52,21jun2013 15:30:00,22jun2013 02:00:00,23842,23863,112,399,13,735428,47
414187,58686,Team 15,23jun2013,66,23jun2013 18:00:00,24jun2013 02:00:00,23943,23959,62,214,13,735428,10
743773,102340,Team 9,19jun2013,76,19jun2013 11:00:00,19jun2013 21:00:00,23737,23757,110,393,11,737874,8
967583,139854,Team 10,21jun2013,84,21jun2013 10:30:00,21jun2013 20:00:00,23832,23851,149,519,11,737874,11
284838,41638,Team 15,23jun2013,18,23jun2013 13:30:00,23jun2013 17:30:00,23934,23942,47,162,11,737874,37
172469,26739,Team 12,19jun2013,86,19jun2013 07:00:00,19jun2013 16:30:00,23729,23748,32,109,9,743773,30
353379,51201,Team 4,21jun2013,83,21jun2013 07:00:00,21jun2013 16:30:00,23825,23844,56,194,9,743773,30
899601,132063,Team 4,23jun2013,49,23jun2013 06:30:00,23jun2013 14:00:00,23920,23935,141,498,9,743773,27
38178,6765,Team 7,19jun2013,67,19jun2013 17:30:00,20jun2013 04:00:00,23750,23771,6,15,14,744925,17
214894,32158,Team 12,21jun2013,104,21jun2013 17:30:00,22jun2013 03:30:00,23846,23866,37,130,14,744925,17
835571,119321,Team 7,23jun2013,64,23jun2013 21:30:00,24jun2013 07:00:00,23950,23969,127,456,14,744925,9
845061,121008,Team 2,19jun2013,40,19jun2013 07:00:00,19jun2013 16:30:00,23729,23748,128,457,9,750961,19
447058,60999,Team 1,21jun2013,100,21jun2013 07:00:00,21jun2013 17:00:00,23825,23845,66,226,9,750961,20
414877,58981,Team 8,23jun2013,50,23jun2013 07:00:00,23jun2013 15:30:00,23921,23938,63,218,9,750961,29
794773,111289,Team 11,19jun2013,83,19jun2013 16:00:00,19jun2013 23:30:00,23747,23762,121,434,13,753239,21
157283,24449,Team 15,21jun2013,93,21jun2013 16:30:00,21jun2013 23:30:00,23844,23858,29,102,13,753239,49
199617,30306,Team 10,23jun2013,54,23jun2013 19:00:00,24jun2013 03:00:00,23945,23961,36,127,13,753239,32
655988,88258,Team 6,19jun2013,22,19jun2013 13:00:00,19jun2013 22:30:00,23741,23760,94,333,12,754948,49
915075,134204,Team 14,21jun2013,66,21jun2013 12:00:00,21jun2013 21:30:00,23835,23854,143,503,12,754948,7
735428,100887,Team 13,23jun2013,84,23jun2013 16:00:00,24jun2013 01:30:00,23939,23958,108,386,12,754948,30
624150,85629,Team 3,19jun2013,34,19jun2013 06:30:00,19jun2013 11:30:00,23728,23738,93,331,8,765261,20
732892,100057,Team 1,21jun2013,55,21jun2013 06:00:00,21jun2013 11:00:00,23823,23833,107,381,8,765261,25
944615,137984,Team 4,22jun2013,58,22jun2013 21:00:00,23jun2013 06:30:00,23901,23920,147,516,8,765261,6
731314,98920,Team 12,19jun2013,122,19jun2013 09:00:00,19jun2013 18:30:00,23733,23752,106,373,10,767564,37
364323,53427,Team 6,21jun2013,47,21jun2013 08:30:00,21jun2013 13:30:00,23828,23838,58,200,10,767564,35
130307,19408,Team 9,23jun2013,76,23jun2013 09:30:00,23jun2013 16:00:00,23926,23939,23,80,10,767564,17
545569,77137,Team 14,18jun2013,82,18jun2013 16:00:00,19jun2013 01:30:00,23699,23718,83,288,5,769213,49
283302,41144,Team 6,20jun2013,49,20jun2013 16:00:00,20jun2013 23:30:00,23795,23810,46,159,5,769213,50
735428,100886,Team 13,22jun2013,84,22jun2013 17:00:00,22jun2013 23:30:00,23893,23906,108,385,5,769213,30
545569,77140,Team 14,24jun2013,82,24jun2013 16:00:00,25jun2013 02:00:00,23987,24007,83,291,5,769213,19
789283,110290,Team 11,19jun2013,53,19jun2013 09:00:00,19jun2013 13:30:00,23733,23742,120,429,10,773545,13
574789,80116,Team 5,21jun2013,92,21jun2013 08:30:00,21jun2013 18:30:00,23828,23848,87,309,10,773545,15
877787,127154,Team 1,23jun2013,49,23jun2013 09:30:00,23jun2013 17:30:00,23926,23942,134,474,10,773545,34
657288,88648,Team 2,18jun2013,101,18jun2013 07:30:00,18jun2013 17:30:00,23682,23702,95,335,1,782352,20
681130,92921,Team 1,20jun2013,61,20jun2013 07:00:00,20jun2013 16:30:00,23777,23796,98,348,1,782352,29
880808,127909,Team 2,21jun2013,54,21jun2013 22:30:00,22jun2013 06:30:00,23856,23872,135,476,1,782352,44
92872,14699,Team 6,24jun2013,81,24jun2013 08:00:00,24jun2013 16:00:00,23971,23987,15,56,1,782352,35
808284,114334,Team 1,19jun2013,92,19jun2013 11:30:00,19jun2013 22:00:00,23738,23759,124,446,11,789283,45
321647,46108,Team 9,21jun2013,76,21jun2013 11:00:00,21jun2013 19:30:00,23833,23850,51,172,11,789283,10
33554,5903,Team 12,23jun2013,94,23jun2013 16:00:00,24jun2013 01:30:00,23939,23958,5,12,11,789283,12
869646,125701,Team 2,19jun2013,42,19jun2013 11:30:00,19jun2013 21:30:00,23738,23758,132,466,11,794773,43
602900,82856,Team 8,21jun2013,80,21jun2013 11:00:00,21jun2013 19:30:00,23833,23850,89,316,11,794773,41
38791,7586,Team 7,23jun2013,112,23jun2013 16:00:00,23jun2013 23:30:00,23939,23954,7,23,11,794773,39
887296,129292,Team 14,19jun2013,91,19jun2013 06:30:00,19jun2013 16:30:00,23728,23748,137,480,9,799070,31
343038,48788,Team 5,21jun2013,84,21jun2013 06:30:00,21jun2013 16:30:00,23824,23844,54,185,9,799070,27
602783,81951,Team 10,23jun2013,82,23jun2013 06:30:00,23jun2013 16:00:00,23920,23939,88,313,9,799070,23
501521,71691,Team 1,18jun2013,126,18jun2013 17:30:00,19jun2013 03:30:00,23702,23722,77,265,6,800017,20
944615,137982,Team 4,20jun2013,58,20jun2013 17:00:00,21jun2013 01:00:00,23797,23813,147,514,6,800017,19
750961,104385,Team 9,22jun2013,52,22jun2013 18:00:00,23jun2013 01:30:00,23895,23910,112,400,6,800017,14
877773,126464,Team 13,24jun2013,72,24jun2013 17:00:00,25jun2013 01:00:00,23989,24005,133,470,6,800017,20
765261,106915,Team 8,18jun2013,89,18jun2013 07:30:00,18jun2013 17:30:00,23682,23702,115,407,1,808284,31
845061,121009,Team 2,20jun2013,40,20jun2013 07:00:00,20jun2013 16:30:00,23777,23796,128,458,1,808284,27
620947,85231,Team 4,21jun2013,32,21jun2013 23:00:00,22jun2013 06:30:00,23857,23872,92,329,1,808284,37
94083,15956,Team 11,24jun2013,81,24jun2013 08:00:00,24jun2013 18:00:00,23971,23991,17,62,1,808284,15
470453,65480,Team 3,19jun2013,52,19jun2013 15:30:00,19jun2013 23:30:00,23746,23762,71,246,12,821417,38
981411,141263,Team 4,21jun2013,100,21jun2013 14:00:00,21jun2013 22:30:00,23839,23856,151,526,12,821417,37
383888,54986,Team 3,23jun2013,28,23jun2013 17:30:00,23jun2013 23:00:00,23942,23953,59,205,12,821417,21
481312,67080,Team 11,18jun2013,36,18jun2013 08:00:00,18jun2013 13:30:00,23683,23694,72,248,2,832227,33
481312,67082,Team 11,20jun2013,36,20jun2013 08:00:00,20jun2013 13:30:00,23779,23790,72,250,2,832227,19
153669,23281,Team 3,22jun2013,43,22jun2013 06:30:00,22jun2013 13:30:00,23872,23886,27,96,2,832227,25
773545,108978,Team 10,24jun2013,101,24jun2013 08:00:00,24jun2013 17:30:00,23971,23990,118,423,2,832227,36
176945,27604,Team 1,18jun2013,72,18jun2013 23:00:00,19jun2013 07:00:00,23713,23729,33,113,7,835571,30
483269,67932,Team 11,20jun2013,25,20jun2013 20:00:00,21jun2013 01:30:00,23803,23814,73,251,7,835571,42
493296,69504,Team 10,22jun2013,79,22jun2013 20:30:00,23jun2013 06:30:00,23900,23920,75,258,7,835571,8
447058,61000,Team 1,24jun2013,100,24jun2013 22:30:00,25jun2013 07:00:00,24000,24017,66,227,7,835571,29
939721,137038,Team 14,18jun2013,39,18jun2013 07:30:00,18jun2013 13:30:00,23682,23694,146,511,2,845061,19
657288,88650,Team 2,20jun2013,101,20jun2013 07:30:00,20jun2013 18:00:00,23778,23799,95,337,2,845061,20
2708,528,Team 15,22jun2013,20,22jun2013 00:00:00,22jun2013 03:00:00,23859,23865,1,1,2,845061,45
138001,20397,Team 8,24jun2013,80,24jun2013 08:00:00,24jun2013 16:00:00,23971,23987,25,90,2,845061,14
698855,94664,Team 7,18jun2013,72,18jun2013 23:00:00,19jun2013 07:00:00,23713,23729,102,359,8,853992,25
153707,23561,Team 6,20jun2013,50,20jun2013 22:30:00,21jun2013 06:30:00,23808,23824,28,100,8,853992,24
835571,119320,Team 7,22jun2013,64,22jun2013 20:30:00,23jun2013 07:00:00,23900,23921,127,455,8,853992,43
571670,79194,Team 12,24jun2013,99,24jun2013 23:00:00,25jun2013 07:00:00,24001,24017,84,296,8,853992,31
891194,130120,Team 6,19jun2013,84,19jun2013 00:00:00,19jun2013 00:30:00,23715,23716,138,486,8,858604,18
753239,105006,Team 13,20jun2013,68,20jun2013 22:30:00,21jun2013 06:30:00,23808,23824,113,403,8,858604,28
853992,121572,Team 8,22jun2013,54,22jun2013 20:30:00,23jun2013 07:00:00,23900,23921,129,461,8,858604,7
657288,88652,Team 2,24jun2013,101,24jun2013 23:00:00,25jun2013 07:00:00,24001,24017,95,339,8,858604,27
574141,79543,Team 10,18jun2013,96,18jun2013 16:30:00,19jun2013 00:30:00,23700,23716,86,301,6,866732,22
750961,104383,Team 9,20jun2013,52,20jun2013 16:00:00,20jun2013 22:30:00,23795,23808,112,398,6,866732,4
512923,72993,Team 4,22jun2013,66,22jun2013 17:30:00,23jun2013 04:00:00,23894,23915,78,273,6,866732,32
962449,138956,Team 9,24jun2013,11,24jun2013 16:00:00,24jun2013 21:00:00,23987,23997,148,517,6,866732,2
496150,70665,Team 10,18jun2013,82,18jun2013 08:00:00,18jun2013 18:00:00,23683,23703,76,260,2,869646,17
731314,98921,Team 12,20jun2013,122,20jun2013 08:00:00,20jun2013 17:30:00,23779,23798,106,374,2,869646,32
574141,79545,Team 10,22jun2013,96,22jun2013 06:30:00,22jun2013 17:00:00,23872,23893,86,303,2,869646,23
732892,100058,Team 1,24jun2013,55,24jun2013 08:30:00,24jun2013 13:30:00,23972,23982,107,382,2,869646,37
782352,109383,Team 1,19jun2013,81,19jun2013 15:30:00,20jun2013 01:30:00,23746,23766,119,424,13,877773,18
236263,36336,Team 14,21jun2013,80,21jun2013 15:30:00,22jun2013 02:00:00,23842,23863,42,142,13,877773,6
470453,65481,Team 3,23jun2013,52,23jun2013 17:30:00,24jun2013 01:30:00,23942,23958,71,247,13,877773,34
925831,135398,Team 13,18jun2013,58,18jun2013 06:30:00,18jun2013 16:30:00,23680,23700,144,504,1,877787,23
58138,10764,Team 9,20jun2013,85,20jun2013 06:30:00,20jun2013 16:30:00,23776,23796,10,31,1,877787,26
853992,121571,Team 8,21jun2013,54,21jun2013 21:00:00,22jun2013 07:00:00,23853,23873,129,460,1,877787,26
170725,26288,Team 3,24jun2013,17,24jun2013 07:30:00,24jun2013 15:30:00,23970,23986,31,108,1,877787,33
572207,79322,Team 4,18jun2013,48,18jun2013 08:30:00,18jun2013 14:00:00,23684,23695,85,297,2,880808,34
572207,79324,Team 4,20jun2013,48,20jun2013 08:30:00,20jun2013 14:00:00,23780,23791,85,299,2,880808,17
800017,113321,Team 6,22jun2013,94,22jun2013 06:30:00,22jun2013 16:30:00,23872,23892,123,442,2,880808,27
86173,13686,Team 2,24jun2013,123,24jun2013 09:00:00,24jun2013 18:30:00,23973,23992,14,52,2,880808,11
455584,63002,Team 8,19jun2013,103,19jun2013 12:00:00,19jun2013 22:00:00,23739,23759,68,234,12,882116,48
192578,28932,Team 7,21jun2013,78,21jun2013 12:00:00,21jun2013 22:00:00,23835,23855,35,123,12,882116,45
455530,62207,Team 5,23jun2013,97,23jun2013 16:00:00,24jun2013 02:00:00,23939,23959,67,231,12,882116,11
698808,94503,Team 4,19jun2013,33,19jun2013 17:00:00,20jun2013 00:30:00,23749,23764,101,358,14,887296,23
735428,100885,Team 13,21jun2013,84,21jun2013 17:00:00,22jun2013 01:30:00,23845,23862,108,384,14,887296,36
432259,60531,Team 14,23jun2013,16,23jun2013 21:00:00,23jun2013 22:30:00,23949,23952,65,222,14,887296,13
602783,81949,Team 10,18jun2013,82,18jun2013 16:30:00,19jun2013 01:00:00,23700,23717,88,311,6,891194,4
8821,2564,Team 1,20jun2013,53,20jun2013 17:00:00,21jun2013 00:30:00,23797,23812,4,6,6,891194,25
698855,94667,Team 7,22jun2013,72,22jun2013 17:30:00,23jun2013 04:00:00,23894,23915,102,362,6,891194,19
33554,5904,Team 12,24jun2013,94,24jun2013 17:00:00,25jun2013 00:30:00,23989,24004,5,13,6,891194,26
455530,62204,Team 5,18jun2013,97,18jun2013 07:00:00,18jun2013 17:00:00,23681,23701,67,228,1,898912,21
624150,85630,Team 3,20jun2013,34,20jun2013 06:30:00,20jun2013 11:30:00,23776,23786,93,332,1,898912,21
8821,2565,Team 1,21jun2013,53,21jun2013 22:30:00,22jun2013 06:30:00,23856,23872,4,7,1,898912,7
574789,80117,Team 5,24jun2013,92,24jun2013 07:30:00,24jun2013 15:00:00,23970,23985,87,310,1,898912,17
59950,11429,Team 5,19jun2013,64,19jun2013 11:30:00,19jun2013 17:30:00,23738,23750,11,35,11,899189,46
93772,15499,Team 10,21jun2013,36,21jun2013 11:00:00,21jun2013 19:30:00,23833,23850,16,58,11,899189,9
285442,42194,Team 5,23jun2013,59,23jun2013 14:00:00,23jun2013 23:30:00,23935,23954,48,165,11,899189,27
869646,125700,Team 2,18jun2013,42,18jun2013 11:30:00,18jun2013 21:30:00,23690,23710,132,465,4,899601,9
602900,82855,Team 8,20jun2013,80,20jun2013 11:00:00,20jun2013 20:00:00,23785,23803,89,315,4,899601,41
126333,19082,Team 13,22jun2013,55,22jun2013 09:30:00,22jun2013 16:30:00,23878,23892,22,74,4,899601,15
359142,52590,Team 11,24jun2013,78,24jun2013 12:00:00,24jun2013 22:00:00,23979,23999,57,199,4,899601,6
572207,79323,Team 4,19jun2013,48,19jun2013 09:00:00,19jun2013 14:00:00,23733,23743,85,298,10,903974,38
731314,98922,Team 12,21jun2013,122,21jun2013 08:00:00,21jun2013 18:00:00,23827,23847,106,375,10,903974,34
455584,63004,Team 8,23jun2013,103,23jun2013 09:00:00,23jun2013 18:30:00,23925,23944,68,236,10,903974,33
891194,130121,Team 6,19jun2013,84,19jun2013 17:00:00,20jun2013 01:00:00,23749,23765,138,487,14,915075,28
40927,7985,Team 7,21jun2013,41,21jun2013 17:30:00,22jun2013 03:30:00,23846,23866,8,25,14,915075,38
493296,69505,Team 10,23jun2013,79,23jun2013 21:30:00,24jun2013 06:30:00,23950,23968,75,259,14,915075,42
754948,105522,Team 12,19jun2013,34,19jun2013 16:00:00,20jun2013 00:00:00,23747,23763,114,406,13,925831,2
545569,77139,Team 14,21jun2013,82,21jun2013 16:00:00,22jun2013 01:30:00,23843,23862,83,290,13,925831,16
799070,112586,Team 9,23jun2013,41,23jun2013 18:00:00,24jun2013 03:30:00,23943,23962,122,439,13,925831,41
166419,24845,Team 2,18jun2013,36,18jun2013 16:00:00,19jun2013 01:30:00,23699,23718,30,106,5,927082,33
339824,48434,Team 9,20jun2013,87,20jun2013 15:30:00,21jun2013 02:00:00,23794,23815,53,181,5,927082,33
351336,50363,Team 12,22jun2013,82,22jun2013 17:00:00,23jun2013 01:30:00,23893,23910,55,189,5,927082,15
339824,48435,Team 9,24jun2013,87,24jun2013 15:30:00,25jun2013 02:00:00,23986,24007,53,182,5,927082,16
979505,140713,Team 6,19jun2013,64,19jun2013 17:30:00,20jun2013 03:30:00,23750,23770,150,523,14,939721,46
512923,72992,Team 4,21jun2013,66,21jun2013 17:30:00,22jun2013 04:00:00,23846,23867,78,272,14,939721,18
898912,130861,Team 1,23jun2013,79,23jun2013 21:30:00,24jun2013 06:30:00,23950,23968,139,494,14,939721,8
86173,13681,Team 2,18jun2013,123,18jun2013 12:00:00,18jun2013 22:00:00,23691,23711,14,47,4,944615,8
899189,131538,Team 11,20jun2013,24,20jun2013 11:00:00,20jun2013 15:30:00,23785,23794,140,495,4,944615,9
338397,48083,Team 14,22jun2013,77,22jun2013 10:00:00,22jun2013 17:30:00,23879,23894,52,178,4,944615,14
988180,143124,Team 14,24jun2013,43,24jun2013 12:00:00,24jun2013 21:00:00,23979,23997,153,536,4,944615,48
939721,137039,Team 14,19jun2013,39,19jun2013 07:30:00,19jun2013 13:30:00,23730,23742,146,512,9,962449,18
609904,83814,Team 13,21jun2013,39,21jun2013 07:00:00,21jun2013 10:00:00,23825,23831,91,325,9,962449,31
731314,98923,Team 12,23jun2013,122,23jun2013 07:00:00,23jun2013 16:30:00,23921,23940,106,376,9,962449,21
769213,107888,Team 5,19jun2013,55,19jun2013 09:00:00,19jun2013 14:00:00,23733,23743,117,415,10,967583,12
465713,64596,Team 9,21jun2013,72,21jun2013 08:30:00,21jun2013 16:30:00,23828,23844,69,240,10,967583,36
153669,23282,Team 3,23jun2013,43,23jun2013 09:30:00,23jun2013 17:30:00,23926,23942,27,97,10,967583,16
414877,58979,Team 8,18jun2013,50,18jun2013 17:00:00,19jun2013 00:30:00,23701,23716,63,216,6,979505,23
703190,95711,Team 7,20jun2013,25,20jun2013 17:00:00,21jun2013 00:30:00,23797,23812,103,363,6,979505,34
492607,68639,Team 13,22jun2013,43,22jun2013 18:00:00,23jun2013 01:30:00,23895,23910,74,253,6,979505,40
455530,62208,Team 5,24jun2013,97,24jun2013 17:00:00,25jun2013 01:00:00,23989,24005,67,232,6,979505,10
773545,108974,Team 10,18jun2013,101,18jun2013 12:00:00,18jun2013 22:00:00,23691,23711,118,419,4,981411,44
967583,139853,Team 10,20jun2013,84,20jun2013 11:00:00,20jun2013 19:30:00,23785,23802,149,518,4,981411,42
602900,82857,Team 8,22jun2013,80,22jun2013 10:30:00,22jun2013 21:00:00,23880,23901,89,317,4,981411,13
126333,19084,Team 13,24jun2013,55,24jun2013 13:00:00,24jun2013 16:30:00,23981,23988,22,76,4,981411,4
339824,48433,Team 9,19jun2013,87,19jun2013 15:30:00,20jun2013 02:00:00,23746,23767,53,180,12,986245,35
284838,41637,Team 15,21jun2013,18,21jun2013 13:30:00,21jun2013 17:30:00,23838,23846,47,161,12,986245,38
981411,141265,Team 4,23jun2013,100,23jun2013 16:00:00,24jun2013 01:30:00,23939,23958,151,528,12,986245,40
927082,135904,Team 5,19jun2013,35,19jun2013 18:00:00,19jun2013 21:30:00,23751,23758,145,508,14,988180,34
832227,118550,Team 2,21jun2013,61,21jun2013 18:00:00,22jun2013 03:30:00,23847,23866,126,452,14,988180,24
515269,73253,Team 5,23jun2013,64,23jun2013 22:00:00,24jun2013 04:30:00,23951,23964,79,277,14,988180,35
70164,11633,Team 11,18jun2013,68,18jun2013 08:30:00,18jun2013 15:00:00,23684,23697,12,39,2,990611,16
765261,106917,Team 8,20jun2013,89,20jun2013 08:00:00,20jun2013 17:30:00,23779,23798,115,409,2,990611,18
602783,81950,Team 10,22jun2013,82,22jun2013 06:30:00,22jun2013 17:00:00,23872,23893,88,312,2,990611,22
789283,110293,Team 11,24jun2013,53,24jun2013 08:30:00,24jun2013 14:00:00,23972,23983,120,432,2,990611,13
